Product Name,Category,Original Price (₹),Discounted Price (₹),Discount Amount (₹),Discount (%),Rating,Star Product
"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZã€4K@120HZã€2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device",Electronics,1999.0,599.0,1400.0,70.03501750875438,4.2,False
AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,Computers&Accessories,899.0,349.0,550.0,61.179087875417125,4.1,False
Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),Electronics,50999.0,29999.0,21000.0,41.177277985842856,4.4,False
"SmashtronicsÂ® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,399.0,199.0,200.0,50.125313283208015,4.2,False
7SEVENÂ® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,Electronics,699.0,349.0,350.0,50.07153075822603,3.9,False
"PROLEGENDÂ® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",Electronics,4500.0,1850.0,2650.0,58.88888888888889,4.0,False
WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version),Electronics,28900.0,13990.0,14910.0,51.59169550173011,4.5,True
"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories,449.0,129.0,320.0,71.26948775055679,3.7,False
"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",Electronics,999.0,379.0,620.0,62.06206206206206,4.2,False
Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,499.0,185.0,314.0,62.925851703406806,4.2,False
"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",Computers&Accessories,999.0,218.0,781.0,78.17817817817819,4.2,False
"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers&Accessories,999.0,199.0,800.0,80.08008008008008,4.3,False
"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,900.0,499.0,401.0,44.55555555555556,4.4,False
Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,42999.0,26999.0,16000.0,37.2101676783181,4.2,False
"ZORBESÂ® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,1052.0,893.0,159.0,15.114068441064637,4.3,False
Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,19990.0,10990.0,9000.0,45.02251125562781,3.7,False
"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,1099.0,379.0,720.0,65.51410373066425,4.3,False
MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,25999.0,16999.0,9000.0,34.61671602753952,4.2,False
"Bestor Â® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,1899.0,699.0,1200.0,63.191153238546605,4.4,False
Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,3500.0,2699.0,801.0,22.885714285714286,3.5,False
"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,599.0,129.0,470.0,78.46410684474124,4.1,False
"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,999.0,389.0,610.0,61.06106106106106,4.3,False
Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,600.0,246.0,354.0,59.0,4.2,False
"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Computers&Accessories,799.0,299.0,500.0,62.57822277847309,4.0,False
"LUNAGARIYAÂ®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,399.0,247.0,152.0,38.095238095238095,3.9,False
7SEVENÂ® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,2999.0,1369.0,1630.0,54.3514504834945,3.3,False
"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,499.0,199.0,300.0,60.120240480961925,3.8,False
Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,599.0,299.0,300.0,50.08347245409015,4.0,False
Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,14999.0,14999.0,0.0,0.0,4.3,False
Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,699.0,299.0,400.0,57.224606580829764,3.9,False
TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Electronics,51990.0,24990.0,27000.0,51.933064050778995,4.2,False
"REDTECH USB-C to Lightning Cable 3.3FT, [Apple MFi Certified] Lightning to Type C Fast Charging Cord Compatible with iPhone 14/13/13 pro/Max/12/11/X/XS/XR/8, Supports Power Delivery - White",Computers&Accessories,999.0,249.0,750.0,75.07507507507508,5.0,True
OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),Electronics,69999.0,61999.0,8000.0,11.428734696209945,4.1,False
AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),Electronics,50000.0,24499.0,25501.0,51.002,3.9,False
Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),Electronics,19499.0,10499.0,9000.0,46.15621313913534,4.2,False
"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",Computers&Accessories,999.0,349.0,650.0,65.06506506506507,4.3,False
Airtel DigitalTV HD Setup Box Remote,Electronics,499.0,197.0,302.0,60.52104208416834,3.8,False
Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),Electronics,2499.0,1299.0,1200.0,48.019207683073226,4.3,False
"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging for iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use with Type-C Chargers, Black",Computers&Accessories,1899.0,1519.0,380.0,20.01053185887309,4.4,False
MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),Electronics,69999.0,46999.0,23000.0,32.8576122516036,4.3,False
"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",Computers&Accessories,799.0,299.0,500.0,62.57822277847309,4.3,False
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,19999.0,1799.0,18200.0,91.00455022751137,4.2,False
"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics,9999.0,1998.0,8001.0,80.01800180018002,4.3,False
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69â€ HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",Electronics,7990.0,1999.0,5991.0,74.98122653316645,3.8,False
MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,Electronics,2199.0,2049.0,150.0,6.8212824010914055,4.3,False
"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,8999.0,6499.0,2500.0,27.780864540504503,4.0,False
"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Electronics,28999.0,28999.0,0.0,0.0,4.3,False
"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",Electronics,28999.0,28999.0,0.0,0.0,4.3,False
"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,8999.0,6499.0,2500.0,27.780864540504503,4.0,False
"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,8999.0,6499.0,2500.0,27.780864540504503,4.0,False
"SanDisk UltraÂ® microSDXCâ„¢ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,1000.0,569.0,431.0,43.1,4.4,False
"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",Electronics,4999.0,1898.0,3101.0,62.032406481296256,4.1,False
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",Electronics,1599.0,1299.0,300.0,18.76172607879925,4.0,False
"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",Electronics,6990.0,1499.0,5491.0,78.55507868383404,3.9,False
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",Electronics,999.0,599.0,400.0,40.04004004004004,4.1,False
"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,11999.0,9499.0,2500.0,20.835069589132427,4.2,False
"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)",Electronics,2499.0,599.0,1900.0,76.03041216486595,3.9,False
"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics,11999.0,8999.0,3000.0,25.00208350695891,4.0,False
"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",Electronics,1299.0,349.0,950.0,73.13317936874519,4.0,False
boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),Electronics,999.0,349.0,650.0,65.06506506506507,4.1,False
"SanDisk UltraÂ® microSDXCâ„¢ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,1800.0,959.0,841.0,46.72222222222222,4.4,False
"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,11999.0,9499.0,2500.0,20.835069589132427,4.2,False
"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB and Type C), Triple Output Ports, (Black)",Electronics,2499.0,1499.0,1000.0,40.01600640256102,4.3,False
"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",Electronics,2199.0,1149.0,1050.0,47.748976807639835,4.3,False
"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",Electronics,999.0,349.0,650.0,65.06506506506507,3.9,False
Samsung 25W USB Travel Adapter for Cellular Phones - White,Electronics,1699.0,1219.0,480.0,28.251912889935255,4.4,False
"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",Electronics,3999.0,1599.0,2400.0,60.01500375093774,4.0,False
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Electronics,7999.0,1499.0,6500.0,81.26015751968995,4.2,False
"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,25999.0,18499.0,7500.0,28.84726335628293,4.1,False
"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",Electronics,700.0,369.0,331.0,47.285714285714285,4.4,False
"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,17999.0,12999.0,5000.0,27.779321073392964,4.1,False
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,19999.0,1799.0,18200.0,91.00455022751137,4.2,False
"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics,9999.0,2199.0,7800.0,78.00780078007801,4.2,False
"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,24999.0,16999.0,8000.0,32.001280051202045,4.1,False
"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics,20999.0,16499.0,4500.0,21.429591885327874,4.0,False
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,19999.0,1799.0,18200.0,91.00455022751137,4.2,False
"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Computers&Accessories,1099.0,399.0,700.0,63.69426751592356,4.2,False
"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5000 mAh Battery",Electronics,10999.0,8499.0,2500.0,22.729339030820984,4.1,False
"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Electronics,8499.0,6499.0,2000.0,23.532180256500766,4.1,False
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,19999.0,1799.0,18200.0,91.00455022751137,4.2,False
"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics,11999.0,8999.0,3000.0,25.00208350695891,4.0,False
AGARO Blaze USB 3.0 to USB Type C OTG Adapter,Electronics,495.0,139.0,356.0,71.91919191919192,4.3,False
"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",Electronics,16999.0,3999.0,13000.0,76.47508676980999,4.3,False
"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72"" TruView Display, Fully-Functional Digital Crown, 311 PPI, 60Hz Refresh Rate, 500 NITS Brightness (Charcoal Black)",Electronics,5999.0,2998.0,3001.0,50.02500416736123,4.1,False
"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",Computers&Accessories,349.0,199.0,150.0,42.97994269340974,4.0,False
"iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",Electronics,18999.0,15499.0,3500.0,18.422022211695353,4.1,False
"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories,999.0,199.0,800.0,80.08008008008008,3.9,False
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,19999.0,1799.0,18200.0,91.00455022751137,4.2,False
"Redmi 10A (Slate Grey, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics,11999.0,8999.0,3000.0,25.00208350695891,4.0,False
"Duracell 38W Fast Car Charger Adapter with Dual Output. Quick Charge, Type C PD 20W & Qualcomm Certified 3.0 Compatible for iPhone, All Smartphones, Tablets & More (Copper & Black)",Electronics,1699.0,873.0,826.0,48.61683343143025,4.4,False
"realme narzo 50 (Speed Blue, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display",Electronics,15999.0,12999.0,3000.0,18.751171948246764,4.2,False
"WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Electronics,1599.0,539.0,1060.0,66.29143214509068,3.8,False
"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics,9999.0,1999.0,8000.0,80.00800080008,4.3,False
"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics,20990.0,15490.0,5500.0,26.202953787517863,4.2,False
"Redmi Note 11 Pro + 5G (Stealth Black, 6GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",Electronics,24999.0,19999.0,5000.0,20.00080003200128,3.9,False
"Samsung Original 25W USB Travel Lightning Adapter for Cellular Phones, Black",Electronics,1699.0,1075.0,624.0,36.72748675691583,4.4,False
realme Buds Classic Wired in Ear Earphones with Mic (Black),Electronics,699.0,399.0,300.0,42.91845493562232,4.0,False
"Noise ColorFit Pulse Grand Smart Watch with 1.69"" HD Display, 60 Sports Modes, 150 Watch Faces, Spo2 Monitoring, Call Notification, Quick Replies to Text & Calls (Rose Pink)",Electronics,3990.0,1999.0,1991.0,49.899749373433586,4.0,False
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69â€ HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Mauve)",Electronics,7990.0,1999.0,5991.0,74.98122653316645,3.8,False
"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers&Accessories,699.0,329.0,370.0,52.93276108726752,4.2,False
"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers&Accessories,399.0,154.0,245.0,61.40350877192983,4.2,False
"iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | SnapdragonÂ® 870 5G | 80W FlashCharge",Electronics,34999.0,28999.0,6000.0,17.14334695277008,4.4,False
"boAt Xtend Smartwatch with Alexa Built-in, 1.69â€ HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Charcoal Black)",Electronics,7990.0,2299.0,5691.0,71.22653316645807,4.2,False
"Tygot Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Electronics,1999.0,399.0,1600.0,80.040020010005,4.0,False
"Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128KA), Blue",Electronics,3999.0,1149.0,2850.0,71.26781695423855,4.3,False
"Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charger with Fast Charging for iPhone 12/12 Pro/12 Mini/12 Pro Max/11/XS/XR/X/8/Plus, iPad Pro/Air/Mini, Galaxy 10/9/8 (Adapter Only) White",Electronics,1499.0,529.0,970.0,64.70980653769179,4.1,False
"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,19499.0,13999.0,5500.0,28.206574696138265,4.1,False
boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),Electronics,999.0,379.0,620.0,62.06206206206206,4.1,False
"iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics,19999.0,13999.0,6000.0,30.00150007500375,4.1,False
"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling, Voice Assistant &123 Sports Modes, 8 Unique UI Interactions, SpO2, 24/7 Heart Rate Tracking",Electronics,9999.0,3999.0,6000.0,60.006000600060005,4.4,False
"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers&Accessories,1000.0,149.0,851.0,85.1,3.9,False
"STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect for Bed, Office, Home & Desktop (Black)",Electronics,499.0,99.0,400.0,80.16032064128257,4.3,False
"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",Electronics,15990.0,4790.0,11200.0,70.04377736085054,4.0,False
"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",Electronics,33999.0,33999.0,0.0,0.0,4.3,False
Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3 (Cable Protector (12 Units)),Computers&Accessories,999.0,99.0,900.0,90.09009009009009,4.0,False
"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)",Electronics,1900.0,299.0,1601.0,84.26315789473684,3.6,False
"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",Electronics,14999.0,10999.0,4000.0,26.668444562970866,4.1,False
"OnePlus 10R 5G (Forest Green, 8GB RAM, 128GB Storage, 80W SuperVOOC)",Electronics,38999.0,34999.0,4000.0,10.256673248032001,4.2,False
"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,24999.0,16999.0,8000.0,32.001280051202045,4.1,False
"Ambrane Mobile Holding Stand, 180Â° Perfect View, Height Adjustment, Wide Compatibility, Multipurpose, Anti-Skid Design (Twistand, Black)",Electronics,499.0,199.0,300.0,60.120240480961925,4.1,False
"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Black)",Electronics,1599.0,999.0,600.0,37.5234521575985,4.0,False
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Blue",Electronics,1599.0,1299.0,300.0,18.76172607879925,4.0,False
"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,1800.0,599.0,1201.0,66.72222222222223,3.5,False
"Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64KA), Blue",Electronics,1899.0,599.0,1300.0,68.45708267509215,4.3,False
"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",Electronics,2499.0,1799.0,700.0,28.011204481792717,4.1,False
"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories,499.0,176.63,322.37,64.60320641282566,4.1,False
"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",Electronics,14999.0,10999.0,4000.0,26.668444562970866,4.1,False
"boAt Xtend Smartwatch with Alexa Built-in, 1.69â€ HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",Electronics,7990.0,2999.0,4991.0,62.46558197747184,4.1,False
